cliente,total_facturado,factura_promedio,factura_max,factura_min,cantidad_facturas
Fernando Villa,442943.7,110735.925,199879.0,50457.8,4
Jhon Saavedra Parada,442650.0,110662.5,147063.0,80488.0,4
César Zuluaga,442591.0,221295.5,255992.0,186599.0,2
José Jhon Castro Restrepo,442468.7,147489.56666666668,203948.0,98405.7,3
Alfredo Franco Rodríguez,442429.5,147476.5,275978.0,81675.9,3
Eduardo Andrés Mejía Monroy,440899.5,110224.875,167050.0,67544.4,4
Damaris Fabiola Gómez,440479.7,110119.925,140188.0,71915.7,4
Hernán David Castillo Henao,440305.0,110076.25,130149.0,88578.4,4
Antonio Rodríguez Uribe,438951.3,146317.1,183009.0,97187.3,3
Liliana Villamil Lozano,438896.1,146298.69999999998,173678.0,96146.1,3
Gilberto Barragán,438677.1,146225.69999999998,179837.0,95781.1,3
María Sanabria González,438539.3,146179.76666666666,194420.0,85603.3,3
Alexander Ángel Rengifo,438297.5,146099.16666666666,235560.0,78282.5,3
Daniel Mauricio Caro,437768.7,145922.9,234010.0,77729.7,3
Alba Ana Escobar Rangel,435862.0,145287.33333333334,175456.0,106887.0,3
Estiven Hernández,435729.0,145243.0,152368.0,133356.0,3
Ana Gloria Sánchez,435352.0,145117.33333333334,146020.0,143358.0,3
Emilce Nancy Hurtado Rodríguez,435282.0,217641.0,249072.0,186210.0,2
Constanza Claudia Olaya Ramírez,434912.0,144970.66666666666,159720.0,125225.0,3
Carlos Cortés Álvarez,434857.0,144952.33333333334,167164.0,120150.0,3
Luis Gamboa,432874.1,144291.36666666667,175106.0,88119.1,3
Marcela Nubia Delgado,432851.0,144283.66666666666,189151.0,116286.0,3
César Andrés Suárez,432068.0,216034.0,236623.0,195445.0,2
Claudia María Morales,431872.69999999995,86374.54,107323.0,62621.1,5
Andrés Ignacio Gaitán,431271.0,143757.0,168006.0,116619.0,3
Fernando Jorge Pacheco Duarte,429382.5,107345.625,155665.0,35973.5,4
Miguel David López Gómez,428947.8,107236.95,138385.0,72598.8,4
Ana Carvajal Contreras,428591.9,107147.975,169412.0,40309.7,4
Pedro García,427167.8,142389.26666666666,179741.0,91821.8,3
Alberto Ruiz Bernal,427149.5,106787.375,143843.0,75801.9,4
Alejandra Franco Marín,426956.0,213478.0,237020.0,189936.0,2
Diego Polo,425130.5,106282.625,122003.0,99133.5,4
Carlos Javier Ramírez,424671.7,141557.23333333334,243120.0,37696.7,3
Cecilia Sánchez Garzón,424001.0,106000.25,139133.0,69653.0,4
Francy Helena León Valencia,422483.5,105620.875,175557.0,38959.4,4
Juan Edilberto Rivera Díaz,422273.3,140757.76666666666,217306.0,64108.3,3
Dario Becerra,421194.0,140398.0,184250.0,100216.0,3
Cristian Fernando Rodríguez Guerra,421153.6,140384.53333333333,211734.0,75132.6,3
Esteban Leonardo Sánchez,420940.0,210470.0,213703.0,207237.0,2
Augusto Martínez,419196.0,139732.0,163273.0,116794.0,3
Jaime Jesús Pérez,418054.0,139351.33333333334,175707.0,100113.0,3
Andrés García Sierra,417784.0,208892.0,225227.0,192557.0,2
Felipe Álvaro Méndez Toro,417183.0,208591.5,215794.0,201389.0,2
Cristina Ximena Bravo,416704.5,104176.125,178306.0,68231.9,4
Vilma Fonseca,415993.0,138664.33333333334,167212.0,115158.0,3
Edward Dario Cárdenas García,415158.19999999995,103789.54999999999,163003.0,68701.4,4
Sebastián Giovanni Orjuela Sierra,414897.6,103724.4,143365.0,83993.6,4
Michel Bastidas González,414628.9,138209.63333333333,208798.0,93381.9,3
Edward Castaño,414621.4,138207.13333333333,181634.0,84112.4,3
Viviana Gloria Torres Restrepo,414340.0,138113.33333333334,146867.0,120681.0,3
Johana González Peña,414013.9,103503.475,135271.0,50888.9,4
Fernando Luis González,413471.0,137823.66666666666,141210.0,132445.0,3
Alexander Daniel Galvis,413189.2,137729.73333333334,176201.0,84669.2,3
Carlos Rodríguez,413131.1,137710.36666666667,252760.0,37195.1,3
Isabel Yenny Vásquez,412529.9,137509.96666666667,246067.0,82492.9,3
Alfonso Martínez Martínez,412326.7,103081.675,148603.0,65345.0,4
Mauricio Arenas,412321.2,103080.3,158998.0,57072.1,4
Alexander Ceballos Cruz,412310.0,206155.0,227522.0,184788.0,2
Clara Henao Guerrero,411873.0,205936.5,283064.0,128809.0,2
Jaime Figueroa Salazar,410998.0,136999.33333333334,156159.0,123047.0,3
Alejandro Andrés Escobar Camargo,410130.0,205065.0,268006.0,142124.0,2
Fanny Jaramillo,409830.4,102457.6,145667.0,60825.6,4
Viviana Valencia,409337.0,136445.66666666666,175166.0,103649.0,3
Ernesto Ortiz,409319.0,136439.66666666666,155742.0,100579.0,3
Alicia Ortega Padilla,409265.8,102316.45,167978.0,57594.3,4
Jorge Sánchez Pacheco,407460.69999999995,81492.13999999998,271485.0,-168127.0,5
Carlos Vera Gómez,405813.3,135271.1,183356.0,84561.3,3
Brayan López Córdoba,405667.0,135222.33333333334,155259.0,123903.0,3
Daniela Yaneth Cárdenas Torres,405470.0,135156.66666666666,186189.0,101488.0,3
Julián Alfonso Gil,404791.0,80958.2,134587.0,54575.0,5
Abel Gómez,404606.0,134868.66666666666,180032.0,66648.0,3
Nelly Saavedra Perdomo,404096.0,134698.66666666666,167449.0,102965.0,3
Marlén Rojas,401660.3,100415.075,180668.0,37364.1,4
Milena Fernanda Garzón Chacón,401555.6,100388.9,119823.0,83177.9,4
Roberto Navarro Cifuentes,400726.0,200363.0,245872.0,154854.0,2
Leonardo David Rojas,400480.0,200240.0,231546.0,168934.0,2
Alejandra Leonor Martínez Vargas,399943.0,199971.5,225063.0,174880.0,2
Teresa Quintero,399252.9,66542.15000000001,138359.0,32903.9,6
Carmen Guzmán López,398808.0,132936.0,149532.0,109013.0,3
Daniel David Sánchez Martínez,398019.0,199009.5,291302.0,106717.0,2
Leonardo Barrera Castellanos,397758.8,99439.7,137043.0,55081.5,4
Adriana Díaz Páez,397258.0,132419.33333333334,171056.0,100648.0,3
Lucía Olga Ardila Díaz,397049.0,198524.5,292083.0,104966.0,2
Cecilia Jaimes,397023.0,132341.0,154510.0,115488.0,3
Isabel Janeth Camacho Flórez,396549.8,132183.26666666666,205056.0,61675.8,3
William González Torres,396391.0,198195.5,246229.0,150162.0,2
Víctor Rivera,395580.0,197790.0,249229.0,146351.0,2
Alfonso Zapata,395275.8,197637.9,297409.0,97866.8,2
Angélica Inés Rojas,395082.8,131694.26666666666,242266.0,33102.8,3
Margarita Patricia Díaz Morales,394171.8,78834.36,114303.0,42337.2,5
Wilmer Gaviria Castro,394070.2,131356.73333333334,161469.0,93913.2,3
Armando Adolfo Rivas Cuesta,393925.0,98481.25,124509.0,64811.0,4
Jaime Romero Escobar,393907.0,196953.5,201987.0,191920.0,2
Víctor Sánchez,393871.0,196935.5,291784.0,102087.0,2
Carlos Javier Gil López,393366.5,98341.625,139842.0,53871.2,4
Marcela Lilia Moreno,392720.9,130906.96666666667,167531.0,96152.9,3
Yenny Cabrera,391505.7,97876.425,174161.0,33126.9,4
Dora Diana Vélez Valderrama,391220.9,130406.96666666667,178380.0,63800.9,3
Liliana María Vera,391004.0,130334.66666666667,176843.0,68493.0,3
Antonio Rueda Castro,390445.7,97611.425,159984.0,68938.6,4
Alfonso Rojas Moreno,390221.0,130073.66666666667,161194.0,113853.0,3
Henry Edwin Martínez,390212.0,130070.66666666667,154324.0,100623.0,3
  Eliana Esperanza Villegas  ,390132.5,130044.16666666667,213378.0,76655.5,3
Albeiro Ronald Montenegro,389829.0,194914.5,257141.0,132688.0,2
Nelly López,389434.0,129811.33333333333,165730.0,100677.0,3
Susana Rosa Mena Ruiz,388497.8,129499.26666666666,172650.0,74190.8,3
Rosalba Álvarez,388252.5,129417.5,173092.0,95036.5,3
Gustavo Pérez Valderrama,387482.0,129160.66666666667,149640.0,112176.0,3
Fabián Román Guevara,387019.9,129006.63333333335,159836.0,88873.9,3
Jesús Felipe Nieto,386863.4,96715.85,132712.0,43368.2,4
Andrea Bedoya Rangel,386539.0,128846.33333333333,177794.0,103426.0,3
Cecilia Stella Barrios,385849.4,96462.35,161328.0,62420.1,4
Julieth Catalina Prieto,385645.0,128548.33333333333,194425.0,63588.0,3
Efrén Mora,385062.0,192531.0,198387.0,186675.0,2
Uriel Martínez,384913.0,192456.5,214656.0,170257.0,2
Milena Victoria Mena,384511.6,128170.53333333333,178502.0,82598.6,3
Diego Hernández,383634.0,191817.0,236726.0,146908.0,2
Amparo González Gómez,383521.0,127840.33333333333,156321.0,95287.0,3
Norma Fernanda Henao,382960.3,95740.075,126505.0,77301.3,4
Cecilia Lucía Bustamante Pérez,382299.3,95574.825,121722.0,83490.2,4
Luis Fuentes Mendoza,382175.1,127391.7,155706.0,91366.1,3
Olga Perea Méndez,381749.3,127249.76666666666,158716.0,98287.3,3
Jhon Andrés Arévalo,381432.1,127144.03333333333,155563.0,83988.1,3
Miguel Jiménez Ospina,380634.6,126878.2,149425.0,93366.6,3
Ángel Castro,380383.0,190191.5,198153.0,182230.0,2
Johanna Bastidas,380155.4,126718.46666666667,161091.0,70307.4,3
Clemencia Rodríguez Tamayo,379747.0,189873.5,194755.0,184992.0,2
Carmen Castaño,378542.0,189271.0,234563.0,143979.0,2
Miguel López,378328.8,63054.799999999996,101761.0,31144.6,6
José Alberto Correa,377488.9,125829.63333333335,157464.0,97562.9,3
Samuel Sebastián Cortés,377471.0,125823.66666666667,135339.0,107903.0,3
Elías Esteban Niño,377319.0,188659.5,218542.0,158777.0,2
Gabriel Bolívar,376830.1,125610.03333333333,165134.0,77032.1,3
Diana Virginia Galvis Sánchez,376344.4,125448.13333333335,185233.0,76724.4,3
Edith Aguirre,375451.1,93862.775,132664.0,66089.3,4
Julián Orjuela,374855.0,187427.5,262593.0,112262.0,2
Enrique Andrés Flórez Cuesta,373913.0,124637.66666666667,167634.0,87894.0,3
Sandra Hernández,373340.0,186670.0,190392.0,182948.0,2
Sergio Héctor Navarro Roa,373225.0,124408.33333333333,148356.0,80497.0,3
César Yeferson Cortés,372519.4,124173.13333333335,222549.0,73027.4,3
Karina Rico,370814.0,185407.0,257442.0,113372.0,2
Alcira Sierra,370788.0,185394.0,242323.0,128465.0,2
Jairo Jonathan Melo,370520.6,123506.86666666665,157579.0,87471.6,3
María Suárez,370265.0,92566.25,133288.0,41574.7,4
Luz Mary Rodríguez Reyes,369899.4,123299.8,169131.0,54406.4,3
Juliana Damaris Bernal,369012.3,123004.09999999999,145883.0,81214.3,3
Nathalia Luz Rueda,368089.0,92022.25,127877.0,65674.7,4
Enrique Javier Castro Salamanca,367555.6,122518.53333333333,142656.0,86379.6,3
Isaac Bedoya Suárez,367488.0,183744.0,229322.0,138166.0,2
Iván Montoya Rojas,367194.1,73438.81999999999,114768.0,44550.2,5
Eliecer Peña,366981.3,122327.09999999999,151029.0,89980.3,3
Juan Valencia,366647.0,183323.5,241288.0,125359.0,2
Luz Jennifer Velandia Delgado,366646.6,122215.53333333333,168083.0,83565.6,3
Alexandra Inés Gómez Medina,365703.1,121901.03333333333,156650.0,96770.1,3
Yaneth Cárdenas Rico,365489.5,121829.83333333333,175149.0,49971.5,3
Eduardo Rojas Castrillón,365361.5,121787.16666666667,144964.0,95623.5,3
María Rivera,365281.7,60880.28333333333,139367.0,-179475.0,6
Ruth Olaya,365240.0,182620.0,293164.0,72076.0,2
Ruth López Córdoba,364634.0,182317.0,237481.0,127153.0,2
Alberto Elkin Mosquera,363618.5,121206.16666666667,170221.0,86253.5,3
Eider Rodríguez,363038.3,121012.76666666666,144737.0,78320.3,3
Óscar Guevara,362839.0,181419.5,194131.0,168708.0,2
Luis Juan Durán,362560.8,120853.59999999999,156429.0,65479.8,3
Mónica Margarita Campo,362539.0,120846.33333333333,127054.0,116443.0,3
Alfonso José Fonseca,362424.0,181212.0,214330.0,148094.0,2
Yecid Quintero,362404.0,181202.0,186495.0,175909.0,2
Alexander Eliecer Gutiérrez,362191.7,120730.56666666667,155942.0,83238.7,3
Jorge González,362183.9,120727.96666666667,157360.0,71997.9,3
Luz Vélez Castro,361705.4,120568.46666666667,189900.0,59271.4,3
Alexander Daniel Suárez Triana,361626.7,90406.675,109689.0,62738.7,4
Andrea Nelly Flórez,361583.8,120527.93333333333,188337.0,81189.0,3
Dayana Muñoz,361562.4,120520.8,156004.0,89813.4,3
Diego Lara Barrera,361422.0,180711.0,248144.0,113278.0,2
Alejandra Jiménez,361363.5,120454.5,199971.0,72064.4,3
Javier Perea Vásquez,361123.0,180561.5,244491.0,116632.0,2
Libia Yaneth Hernández,360646.0,180323.0,222484.0,138162.0,2
Beatriz Alejandra Puentes Caro,360614.0,180307.0,198518.0,162096.0,2
Hernán Jiménez Peña,359867.0,179933.5,236022.0,123845.0,2
Manuel Sergio Ceballos,358465.0,179232.5,226148.0,132317.0,2
Juan Brian Perea Molina,357220.3,119073.43333333333,217555.0,50969.5,3
Marino Peña,357053.3,178526.65,273278.0,83775.3,2
Margarita Viviana Ruiz,356829.0,178414.5,223175.0,133654.0,2
Martha Luisa Camargo,355611.0,177805.5,246031.0,109580.0,2
Alberto Pacheco,355117.0,177558.5,217042.0,138075.0,2
Víctor Jeison Ojeda Arango,354642.0,118214.0,132684.0,110168.0,3
Estiven Steven Suárez,353724.8,176862.4,297560.0,56164.8,2
Enrique Edinson Bejarano Martínez,349835.2,116611.73333333334,180211.0,71618.9,3
Mariana Nelly Herrera Ochoa,349411.4,116470.46666666667,192225.0,76840.8,3
Cecilia Lizeth Tovar Bravo,347987.9,115995.96666666667,137959.0,98314.9,3
Ramón Hugo Ramírez,347814.0,173907.0,241417.0,106397.0,2
María Ingrid Gómez,347351.0,173675.5,191694.0,155657.0,2
Santiago Delgado Polo,347323.3,115774.43333333333,179584.0,56655.3,3
Henry Flórez Luna,346330.0,173165.0,244047.0,102283.0,2
Dora Patricia López Vásquez,345618.4,115206.13333333335,194810.0,72915.2,3
Luis Jairo Gómez Martínez,345566.4,115188.8,170223.0,57550.4,3
Gerardo Cardozo Vargas,345519.0,172759.5,191980.0,153539.0,2
Diana Caicedo,344898.0,172449.0,183889.0,161009.0,2
Guillermo Vergara Lozano,343733.0,171866.5,232520.0,111213.0,2
Jhon Londoño Martínez,343345.0,114448.33333333333,122221.0,105900.0,3
Camilo Rubén Moreno Jiménez,342967.0,171483.5,178104.0,164863.0,2
Jorge Sánchez,341839.0,170919.5,241376.0,100463.0,2
Ana Mónica Torres Giraldo,340975.0,170487.5,186078.0,154897.0,2
Vanesa Gabriela López Leal,340769.6,170384.8,246382.0,94387.6,2
Milena María Blanco,340684.0,170342.0,181389.0,159295.0,2
Diana Herrera,340399.0,170199.5,231229.0,109170.0,2
Manuel Pineda,340394.6,85098.65,139463.0,37353.4,4
Javier Peña,340329.5,113443.16666666667,173569.0,65176.5,3
Valentina Castañeda Giraldo,338573.4,84643.35,118252.0,57442.8,4
María Rodríguez Restrepo,336568.0,168284.0,220142.0,116426.0,2
María Peña Ramírez,335635.7,111878.56666666667,133142.0,75573.7,3
Antonio Franco Rodríguez Camargo,335317.4,111772.46666666667,154946.0,53428.4,3
Leonor Lucía Pérez,335026.5,83756.625,111062.0,67063.1,4
Janneth Suárez Hernández,334408.0,167204.0,174707.0,159701.0,2
Ana María Arias Ortega,334009.3,111336.43333333333,149340.0,92194.3,3
Johana Johana Figueroa Soto,333668.1,111222.7,125558.0,98783.1,3
Freddy Villamizar,333511.0,166755.5,200741.0,132770.0,2
Yolanda Henao,333170.5,111056.83333333333,144119.0,72743.5,3
Adriana Gómez,333118.5,111039.5,142846.0,76641.5,3
Estela Liliana Vargas,332550.6,83137.65,128515.0,51508.5,4
Beatriz Paola Duarte,332394.0,166197.0,173079.0,159315.0,2
Olga Ramírez Gómez,331364.0,165682.0,222113.0,109251.0,2
Carmen Yaneth Arrieta Martínez,330853.3,82713.325,111739.0,51276.8,4
Héctor Argemiro Montoya,330437.0,110145.66666666667,120103.0,101993.0,3
Andrés Daza Oviedo,329977.2,164988.6,250885.0,79092.2,2
Manuel Jesús Rincón,329333.8,164666.9,261743.0,67590.8,2
Gloria Vanessa Daza Orozco,328755.9,109585.3,149208.0,54178.9,3
Marina Arias,328651.2,109550.40000000001,171061.0,65660.7,3
Francisco Pardo Rojas,328358.0,164179.0,197587.0,130771.0,2
Milton Espinosa,327370.0,163685.0,167565.0,159805.0,2
José Díaz Cano,327086.4,109028.8,137494.0,61025.4,3
Adolfo Luis Mendoza,326622.0,163311.0,187856.0,138766.0,2
Santiago Cristian Vega,325277.0,162638.5,194002.0,131275.0,2
Luis Oswaldo Ospino Díaz,325160.0,162580.0,177231.0,147929.0,2
Darwin Loaiza Vargas,324793.4,108264.46666666667,157188.0,79337.9,3
Eugenio Parra Buitrago,323204.0,161602.0,193214.0,129990.0,2
Santiago Pérez Cano,323138.8,107712.93333333333,170570.0,54204.6,3
Sandra Caicedo Rivas,322957.0,161478.5,167724.0,155233.0,2
Marcela Marcela Rivera Mendoza,322620.0,161310.0,167348.0,155272.0,2
Luis Germán Salamanca Córdoba,322420.0,161210.0,208498.0,113922.0,2
Marcela Claudia Montoya,321874.9,107291.63333333335,126959.0,87732.9,3
María Ligia Benítez,321821.9,107273.96666666667,138532.0,90920.3,3
Luz Lina Martínez Guerra,321711.0,160855.5,166381.0,155330.0,2
Andrea Murillo Guzmán,321315.3,80328.825,206926.0,36566.6,4
Luis Camilo Delgado Padilla,320662.7,106887.56666666667,125571.0,91214.7,3
Francisco Edilberto Pardo,320503.0,106834.33333333333,152945.0,65206.0,3
Daniela Ramírez Alvarado,319350.0,159675.0,161888.0,157462.0,2
Eder Marín,319297.3,106432.43333333333,170205.0,55194.4,3
John Jhon Sarmiento Cortés,319223.0,159611.5,215887.0,103336.0,2
Enrique Ruiz,318343.8,106114.59999999999,136339.0,88045.0,3
Jorge Ortiz,317197.0,158598.5,189179.0,128018.0,2
Daniela Núñez García,317111.0,158555.5,165981.0,151130.0,2
Paola Josefa Ayala,317032.2,158516.1,263644.0,53388.2,2
Carlos Pérez Delgado,316632.9,105544.3,126299.0,92811.0,3
Alba Emilia Pedraza Nieto,316240.5,105413.5,162348.0,76755.0,3
Luis Sánchez Tamayo,314652.9,104884.3,128641.0,71888.9,3
Milena Díaz,314546.8,104848.93333333333,111153.0,94226.8,3
Leidy Pérez,313456.3,104485.43333333333,194254.0,59093.0,3
Mery Yaneth Andrade,313141.0,156570.5,196616.0,116525.0,2
Leidy Elena Jaimes,312813.0,156406.5,166677.0,146136.0,2
Iván Márquez,312688.6,78172.15,115029.0,42863.0,4
Julián Sandoval Sánchez,312571.9,104190.63333333335,127756.0,66229.9,3
Jonathan Pacheco Alzate,312109.0,104036.33333333333,164725.0,72000.5,3
Jaime Herrera Arias,311636.6,155818.3,223852.0,87784.6,2
Viviana Díaz,310941.0,155470.5,175065.0,135876.0,2
Alexander Francisco García,309757.4,61951.48,148803.0,33497.0,5
Nancy Hoyos Barrios,309341.6,103113.86666666665,111001.0,97460.6,3
Martín Vera Palacios,306503.2,153251.6,223274.0,83229.2,2
Lucía Adriana Ortiz,304739.0,152369.5,159096.0,145643.0,2
Andrea María Escobar,304446.0,152223.0,177415.0,127031.0,2
Leidy Marcela Rojas,303840.3,101280.09999999999,151112.0,69521.2,3
Wilson José González,303241.0,151620.5,190540.0,112701.0,2
Mireya Carolina Daza Riascos,302231.0,151115.5,154473.0,147758.0,2
Nubia Polo,302152.0,151076.0,164764.0,137388.0,2
Yulieth Cecilia Agudelo,302122.0,151061.0,184416.0,117706.0,2
Edwin Sánchez Soto,302105.0,151052.5,182668.0,119437.0,2
Orlando Cano,301357.0,150678.5,162259.0,139098.0,2
Junior Alonso Lozano,300870.8,100290.26666666666,127037.0,61819.8,3
Piedad Sierra,300066.7,150033.35,205625.0,94441.7,2
José Mauricio Arroyo,300039.0,150019.5,153579.0,146460.0,2
Milena Leonor Moreno,299843.8,149921.9,201409.0,98434.8,2
Lady Ospina Vega,299754.2,99918.06666666667,132834.0,77770.8,3
Jhony Andrés Galeano Sierra,299414.5,99804.83333333333,101448.0,98646.0,3
César Rodríguez,299137.0,149568.5,177390.0,121747.0,2
Juan Kevin Bedoya Herrera,297801.0,148900.5,188208.0,109593.0,2
Lizeth María Alfonso Naranjo,297265.19999999995,99088.39999999998,134412.0,79123.3,3
Gloria Cortés,297087.4,99029.13333333335,183205.0,35237.9,3
Fredy Guerra Ceballos,295912.0,147956.0,163983.0,131929.0,2
Ingrid Perea Ramos,295853.0,98617.66666666667,125967.0,74487.4,3
Rodolfo Palacio Santos,295694.6,147847.3,215008.0,80686.6,2
Carlos Vera Pérez,295515.4,98505.13333333335,108290.0,87230.0,3
Katerine Bohórquez,294542.0,147271.0,168709.0,125833.0,2
Francisco Ramírez,292769.2,97589.73333333334,136103.0,45047.2,3
Teresa María Díaz,292567.7,97522.56666666667,110642.0,83616.0,3
Blanca Mercado,292444.6,73111.15,104372.0,55066.6,4
Alexander Melo,292388.0,146194.0,175374.0,117014.0,2
Maritza García,292071.0,292071.0,292071.0,292071.0,1
Claudia María Cárdenas,291752.5,97250.83333333333,129275.0,53019.5,3
Andrés Jairo Saavedra Zambrano,290973.0,145486.5,153446.0,137527.0,2
David García,290380.9,72595.225,191275.0,-65090.2,4
Gladys Claudia Gómez,290302.0,145151.0,162766.0,127536.0,2
Johana Castro Muñoz,290179.0,145089.5,147354.0,142825.0,2
Misael Ochoa,289972.0,144986.0,183453.0,106519.0,2
Consuelo Ortega,289396.7,96465.56666666667,109978.0,76237.7,3
Sonia María Lozano,287486.0,143743.0,160671.0,126815.0,2
Isabel Quintero Moreno,287373.0,287373.0,287373.0,287373.0,1
Yaneth Vergara,286348.0,143174.0,174145.0,112203.0,2
Rodrigo Carmona,286028.9,143014.45,202588.0,83440.9,2
Lucila Pineda,285789.8,95263.26666666666,109940.0,80879.8,3
Alfredo Cuesta Valencia,285663.6,142831.8,207374.0,78289.6,2
Rodrigo Gómez Lozano,285362.9,142681.45,212367.0,72995.9,2
María Vargas Orozco,285176.0,142588.0,190645.0,94531.0,2
Amparo Suárez,284876.0,142438.0,184181.0,100695.0,2
Jesús Rodríguez Vega,284391.0,284391.0,284391.0,284391.0,1
Smith Libardo Gutiérrez Peña,284276.0,94758.66666666667,121529.0,67337.2,3
Adolfo Valencia,283184.0,94394.66666666667,138959.0,67835.2,3
Julia Luz López Núñez,282696.2,141348.1,195141.0,87555.2,2
Jair Gómez,282397.4,94132.46666666667,119518.0,80408.6,3
Janneth Yamile Peña,281838.3,93946.09999999999,131760.0,61856.5,3
Steven Hernández,281613.0,140806.5,165887.0,115726.0,2
Fredy Suárez Moreno,281032.0,281032.0,281032.0,281032.0,1
Cristian Gaitán,280713.0,280713.0,280713.0,280713.0,1
Óscar Javier García Restrepo,280447.0,140223.5,210890.0,69557.0,2
Irma Marina Díaz Uribe,280438.5,70109.625,91777.7,34364.3,4
María Nohora Pérez Carvajal,279970.0,279970.0,279970.0,279970.0,1
Leonor Pérez,279958.0,139979.0,176669.0,103289.0,2
Silvia Amparo Romero,278941.3,69735.325,109279.0,38623.8,4
Jhon Toro,278912.8,92970.93333333333,108763.0,76926.7,3
Claudia Mercedes Cifuentes Nieto,277891.0,92630.33333333333,126592.0,69435.8,3
Angélica Johana Bermúdez,277217.0,138608.5,143444.0,133773.0,2
Jorge Francisco Álvarez Meza,276306.8,138153.4,189982.0,86324.8,2
Marcela Eliana Castro Ramos,276074.9,92024.96666666667,159397.0,41821.5,3
Carlos Marín Jiménez,275991.6,137995.8,178580.0,97411.6,2
Óscar Toro Orozco,275942.2,137971.1,178601.0,97341.2,2
María Karen Velásquez,275673.2,137836.6,183210.0,92463.2,2
Luz Forero,275298.0,275298.0,275298.0,275298.0,1
Yury Núñez,274401.1,137200.55,183629.0,90772.1,2
Brayan Luis Núñez Valencia,273230.0,136615.0,144477.0,128753.0,2
María López Muñoz,273058.0,273058.0,273058.0,273058.0,1
Ángel Sandoval Herrera,272894.3,90964.76666666666,97211.6,82979.9,3
Vanessa Acosta,272619.0,136309.5,154826.0,117793.0,2
Rafael Páez,271889.1,135944.55,176484.0,95405.1,2
Carlos Torres,271884.2,135942.1,189237.0,82647.2,2
Esmeralda Daza,271854.4,90618.13333333335,152647.0,56370.5,3
Juan Vásquez Valencia,271794.0,135897.0,158702.0,113092.0,2
Luis Andrés García,270694.4,135347.2,177370.0,93324.4,2
Cecilia Blanco,270650.0,270650.0,270650.0,270650.0,1
Rosario Marín,270349.0,90116.33333333333,119197.0,55682.0,3
Cristhian José Vélez Ruiz,270165.0,90055.0,144174.0,61632.8,3
Álvaro Alonso Mosquera Ávila,269911.4,89970.46666666667,144035.0,39771.0,3
Vanessa Flor Rangel Espitia,269554.0,134777.0,136762.0,132792.0,2
Fernando Eduardo Reyes Bolaños,269031.7,89677.23333333334,115243.0,59844.9,3
Jaime Javier Barreto Sánchez,268794.5,134397.25,176359.0,92435.5,2
Sofía Ángel Cardona,268511.5,89503.83333333333,108227.0,66941.5,3
Lina Tulia Hernández Herrera,268413.0,134206.5,151962.0,116451.0,2
Johana López,267846.0,133923.0,138312.0,129534.0,2
José Emerson Castro,267175.9,133587.95,181748.0,85427.9,2
Luz Stella Arrieta Arévalo,266825.4,133412.7,198821.0,68004.4,2
Miguel Arteaga,266518.0,133259.0,148706.0,117812.0,2
Diana Córdoba Guzmán,266166.5,133083.25,180086.0,86080.5,2
Shirley Pedraza Zapata,265775.5,88591.83333333333,131981.0,45568.7,3
Marcela Martínez,265386.3,132693.15,185129.0,80257.3,2
Graciela Luz Acosta,265067.0,132533.5,148979.0,116088.0,2
Magdalena Andrade,264393.8,132196.9,183811.0,80582.8,2
Olga Ángel,263880.3,87960.09999999999,113031.0,74174.1,3
  Vladimir Carlos Marín Cárdenas  ,263200.7,131600.35,180997.0,82203.7,2
Vanessa Piedad Ramírez Parra,262997.0,262997.0,262997.0,262997.0,1
Viviana Guevara Moreno,261673.7,130836.85,163817.0,97856.7,2
Alejandro David Benavides Correa,261086.0,130543.0,151278.0,109808.0,2
Luz Cristina Galvis Bonilla,260538.7,86846.23333333334,122775.0,53067.5,3
Juan Miguel Castro Montoya,260196.6,130098.3,201463.0,58733.6,2
Jesús Andrés Alzate,259267.6,86422.53333333334,141157.0,58461.2,3
Paula Palacios Herrera,259185.1,86395.03333333334,116294.0,55537.5,3
Alejandra Pabón,259163.0,129581.5,135639.0,123524.0,2
María Leonor García,259076.3,129538.15,188314.0,70762.3,2
Manuel Castro,259045.0,129522.5,156074.0,102971.0,2
Juan Ospina Pérez,258635.0,129317.5,141374.0,117261.0,2
Milena Natalia Villamil Barrios,258513.6,129256.8,175865.0,82648.6,2
Alex Diego Arévalo,258363.1,129181.55,172616.0,85747.1,2
René Eliecer Rodríguez,258082.0,64520.5,104940.0,34170.7,4
Carmen Marín,257376.8,128688.4,172546.0,84830.8,2
Mery María Serna,257284.0,257284.0,257284.0,257284.0,1
Gladis Patricia Reyes,257213.0,85737.66666666667,132564.0,55540.5,3
Julián Eduardo Peña Arias,257160.0,128580.0,147548.0,109612.0,2
Libia Amanda Caicedo Bermúdez,257057.1,128528.55,158692.0,98365.1,2
Eliana Elena Pinto Salazar,256846.0,256846.0,256846.0,256846.0,1
Maicol Edisson Medina,256727.30000000002,85575.76666666668,132619.0,59339.7,3
Beatriz Yaneth Cárdenas Rendón,256396.0,256396.0,256396.0,256396.0,1
Camilo Yesid Giraldo Arteaga,256193.0,128096.5,159458.0,96735.0,2
Juan Restrepo Molano,255832.8,127916.4,173179.0,82653.8,2
Lady Rojas,255775.0,255775.0,255775.0,255775.0,1
Javier Pinto Caballero,255152.0,127576.0,131116.0,124036.0,2
Gloria Isabel Guevara Marín,254885.0,127442.5,139766.0,115119.0,2
